Supercharger	Street Address	City	State	Zip	Country	Stalls	kW	GPS	Elev(m)	Status	Open Date	Links
Glendale, CA	877 Americana Way, Parking level 7	Glendale	CA	91210	USA	20	72	34.145099, -118.256433	161	OPEN	2018-03-30	gmap | forum | tesla
Cupertino, CA	19500 Vallco Parkway	Cupertino	CA	95014	USA	10	150	37.324372, -122.009179	55	OPEN	2018-03-29	gmap | forum | tesla
Phoenix - East Camelback Rd, AZ	2502 E Camelback Rd	Phoenix	AZ	85016	USA	12	72	33.511555, -112.026392	360	OPEN	2018-03-27	gmap | forum | tesla
Auburn Hills, MI	850 Brown Rd	Auburn Hills	MI	48326	USA	8	150	42.706969, -83.288941	306	OPEN	2018-03-23	gmap | forum | tesla
Phoenix - Agua Fria Fwy, AZ	2805 W Agua Fria Fwy	Phoenix	AZ	85027	USA	16	150	33.667011, -112.120891	417	OPEN	2018-03-21	gmap | forum | tesla
Thousand Oaks - East Thousand Oaks Blvd, CA	180 Promenade Way	Thousand Oaks	CA	91362	USA	24	150	34.158291, -118.82363	289	OPEN	2018-03-21	gmap | forum | tesla
Fishers, IN	9 Municipal Dr	Fishers	IN	46038	USA	10	72	39.957683, -86.016131	249	OPEN	2018-03-17	gmap | forum | tesla
Miami - SW 7th St, FL	CMX - Brickell City Centre, 701 South Miami Ave	Miami	FL	33130	USA	13	72	25.76768, -80.192467	2	OPEN	2018-03-16	gmap | forum | tesla
Sunnyvale - W McKinley Ave, CA	298 W McKinley Ave	Sunnyvale	CA	94086	USA	10	120	37.373421, -122.033114	10	OPEN	2018-03-14	gmap | forum | tesla
Hollister, CA	Casa de Fruta, 10021 Pacheco Pass Hwy	Hollister	CA	95023	USA	20	150	36.989869, -121.380535	83	OPEN	2018-03-13	gmap | forum | tesla
Woodbridge, NJ	440 King Georges Rd	Woodbridge	NJ	08857	USA	8	120	40.535862, -74.297271	40	OPEN	2018-03-12	gmap | forum | tesla
Orlando - W Sand Lake Rd, FL	6500 W Sand Lake Rd	Orlando	FL	32819	USA	8	150	28.449767, -81.466734	33	OPEN	2018-03-10	gmap | forum | tesla
Big Rapids, MI	15400 Waldron Way	Big Rapids	MI	49307	USA	10	150	43.689792, -85.515625	312	OPEN	2018-03-09	gmap | forum | tesla
Concord, CA	2001 Diamond Blvd	Concord	CA	94520	USA	19	150	37.970453, -122.058384	10	OPEN	2018-03-02	gmap | forum | tesla
Lake Elsinore, CA	17600 Collier Ave	Lake Elsinore	CA	92530	USA	20	150	33.698437, -117.349113	388	OPEN	2018-03-01	gmap | forum | tesla
Muskegon, MI	5300 Harvey St	Muskegon	MI	49444	USA	10	150	43.155333, -86.202939	192	OPEN	2018-02-27	gmap | forum | tesla
Tampa, FL	2502 N 50th St	Tampa	FL	33619	USA	8	150	27.965757, -82.402577	12	OPEN	2018-02-24	gmap | forum | tesla
Jersey City - Mall Drive West, NJ	30 Mall Dr W	Jersey City	NJ	07310	USA	20	72	40.727327, -74.039344	3	OPEN	2018-02-23	gmap | forum | tesla
New York - Mott Street, NY	106 Mott St	New York	NY	10013-4600	USA	2	72	40.717522, -73.997302	10	OPEN	2018-02-21	gmap | forum | tesla
Mt. Hope, WV	5481 Robert C. Byrd Dr	Mount Hope	WV	25880	USA	8		37.847683, -81.196272	724	OPEN	2018-02-19	gmap | forum | tesla
Jersey City, NJ	160 First St	Jersey City	NJ	07302	USA	6	72	40.721595, -74.040469	2	OPEN	2018-02-15	gmap | forum | tesla
Vancouver, WA	800 NE Tenney Rd	Vancouver	WA	98685	USA	12	150	45.721663, -122.663461	62	OPEN	2018-02-13	gmap | forum | tesla
Sheffield, OH	5295 Detroit Rd	Sheffield	OH	44054	USA	8	150	41.426963, -82.076273	203	OPEN	2018-02-10	gmap | forum | tesla
Strongsville, OH	9037 Pearl Rd	Strongsville	OH	44136	USA	8	150	41.34336, -81.824924	256	OPEN	2018-02-09	gmap | forum | tesla
Poncha Springs, CO	6250 Hwy 285	Poncha Springs	CO	81201	USA	8	150	38.51174, -106.076394	2278	OPEN	2018-02-03	gmap | forum | tesla
Chicago - South Canal Street, IL	1100 South Canal St	Chicago	IL	60607	USA	14	72	41.869126, -87.639971	181	OPEN	2018-02-02	gmap | forum | tesla
Chicago - North Broadway, IL	3030 North Broadway	Chicago	IL	60657	USA	8	72	41.937338, -87.644666	179	OPEN	2018-01-31	gmap | forum | tesla
Skokie, IL	5507 W Touhy Ave	Skokie	IL	60077	USA	20	72	42.009459, -87.766164	189	OPEN	2018-01-30	gmap | forum | tesla
Oak Creek, WI	171 W Town Square Way	Oak Creek	WI	53154	USA	10	150	42.900045, -87.913714	219	OPEN	2018-01-26	gmap | forum | tesla
Livonia, MI	13000 Middlebelt Rd	Livonia	MI	48150	USA	10	150	42.379485, -83.32954	193	OPEN	2018-01-21	gmap | forum | tesla
Lynnwood, WA	2902 164th St SW	Lynnwood	WA	98087	USA	10	72	47.846712, -122.271391	131	OPEN	2018-01-20	gmap | forum | tesla
Clinton Corners, NY	2300 Salt Point Tpke	Clinton Corners	NY	12514	USA	8	150	41.825464, -73.770719	87	OPEN	2018-01-17	gmap | forum | tesla
Huntington, WV	432 18th St W	Huntington	WV	25704	USA	8	150	38.410941, -82.487122	168	OPEN	2018-01-11	gmap | forum | tesla
Mt. Shasta - 134 Morgan Way, CA	134 Morgan Way	Mt. Shasta	CA	96067	USA	16	150	41.310348, -122.316039	1070	OPEN	2018-01-04	gmap | forum | tesla
Riverside, CA	3878 Market St	Riverside	CA	92501	USA	24	72	33.981393, -117.37577	258	OPEN	2017-12-29	gmap | forum | tesla
Cambridge, MA	100 Cambridgeside Place	Cambridge	MA	02141	USA	8	72	42.368483, -71.076189	1	OPEN	2017-12-29	gmap | forum | tesla
Richmond, VA	4401 S Laburnum Ave	Richmond	VA	23231	USA	20	120	37.529855, -77.353819	46	OPEN	2017-12-25	gmap | forum | tesla
Oshkosh, WI	2415 Westown Ave	Oshkosh	WI	54904	USA	6	150	44.028779, -88.592508	236	OPEN	2017-12-21	gmap | forum | tesla
Madison - East Washington Ave, WI	3801 E Washington Ave	Madison	WI	53704	USA	8	150	43.119137, -89.319052	265	OPEN	2017-12-20	gmap | forum | tesla
Manchester, CT	1470 Pleasant Valley Rd	Manchester	CT	06042	USA	16		41.80455, -72.562267	41	OPEN	2017-12-18	gmap | forum | tesla
Greensboro, NC	5421 Hornaday Rd	Greensboro	NC	27407	USA	8	150	36.059473, -79.908358	284	OPEN	2017-12-17	gmap | forum | tesla
Lewes, DE	17663 Dartmouth Dr	Lewes	DE	19958	USA	8	120	38.743725, -75.153394	7	OPEN	2017-12-16	gmap | forum | tesla
West Melbourne, FL	205 Palm Bay Rd NE	West Melbourne	FL	32904	USA	8	120	28.037035, -80.664204	8	OPEN	2017-12-16	gmap | forum | tesla
Willcox, AZ	1251 Virginia Ave	Willcox	AZ	85643	USA	8	150	32.269811, -109.8457	1275	OPEN	2017-12-15	gmap | forum | tesla
Bellefonte, PA	170 Buckaroo Lane	Bellefonte	PA	16823	USA	8	120	40.913884, -77.738425	286	OPEN	2017-12-15	gmap | forum | tesla
Gaithersburg, MD	24 Grand Corner Ave	Gaithersburg	MD	20878	USA	12		39.118151, -77.202271	138	OPEN	2017-12-14	gmap | forum | tesla
Leominster, MA	100 Commercial Rd	Leominster	MA	01453	USA	8		42.529798, -71.744151	91	OPEN	2017-12-13	gmap | forum | tesla
Laredo, TX	110 Calle Del Norte Dr	Laredo	TX	78041	USA	8	150	27.555003, -99.49424	133	OPEN	2017-12-12	gmap | forum | tesla
Mt. Jackson, VA	227 Conicville Rd	Mt. Jackson	VA	22842	USA	8	150	38.760227, -78.63121	277	OPEN	2017-12-05	gmap | forum | tesla
Boston - Allstate Road, MA	8 Allstate Rd, 6th floor	Boston	MA	02118	USA	10	72	42.325662, -71.063013	3	OPEN	2017-12-03	gmap | forum | tesla
Austin, TX	6406 N Interstate 35 Frontage Rd	Austin	TX	78752	USA	8	150	30.329175, -97.706339	221	OPEN	2017-11-30	gmap | forum | tesla
Toledo, OH	1500 E Alexis Rd	Toledo	OH	43612	USA	10	150	41.721617, -83.509207	179	OPEN	2017-11-24	gmap | forum | tesla
Roseville, MI	30800 Little Mack Ave	Roseville	MI	48066	USA	8	150	42.522048, -82.906756	182	OPEN	2017-11-23	gmap | forum | tesla
Yermo, CA	36017 Calico Rd	Yermo	CA	92398	USA	18		34.907217, -116.835801	590	OPEN	2017-11-23	gmap | forum | tesla
Baker, CA	71808 Baker Blvd	Baker	CA	97035	USA	40	120	35.262758, -116.080193	283	OPEN	2017-11-21	gmap | forum | tesla
Scottsdale - N Scottsdale Rd, AZ	15000 N 73rd St	Scottsdale	AZ	85260	USA	16	72	33.623139, -111.922451	447	OPEN	2017-11-21	gmap | forum | tesla
Sherburn, MN	600 State Highway 4	Sherburn	MN	56171	USA	8	150	43.66182, -94.733012	395	OPEN	2017-11-19	gmap | forum | tesla
Deming, NM	1695 US-180	Deming	NM	88030	USA	8	150	32.281357, -107.760281	1324	OPEN	2017-11-18	gmap | forum | tesla
Lone Tree, CO	Park Meadows Center Dr	Lone Tree	CO	80124	USA	10	150	39.562726, -104.873432	1789	OPEN	2017-11-17	gmap | forum | tesla
San Clemente, CA	99 West Avenida Vista Hermosa	San Clemente	CA	92672	USA	21	150	33.437177, -117.62712	46	OPEN	2017-11-17	gmap | forum | tesla
Kettleman City, CA	33360 Powers Dr	Kettleman City	CA	93239	USA	40	250	35.987651, -119.962336	100	OPEN	2017-11-15	gmap | forum | tesla
Fayetteville, NC	1965 Cedar Creek Rd	Fayetteville	NC	28312	USA	16	150	35.009527, -78.822416	28	OPEN	2017-11-06	gmap | forum | tesla
Raleigh, NC	4191 The Circle At North Hills St	Raleigh	NC	27609	USA	12	150	35.835623, -78.642569	110	OPEN	2017-11-02	gmap | forum | tesla
San Mateo - Bridgepointe Pkwy, CA	2220 Bridgepointe Pkwy	San Mateo	CA	94404	USA	12	120	37.558546, -122.284614	3	OPEN	2017-11-01	gmap | forum | tesla
Spearfish, SD	3275 Old Belle Rd	Spearfish	SD	57783	USA	6	150	44.520607, -103.890924	1077	OPEN	2017-10-30	gmap | forum | tesla
Sioux Falls, SD	1900 South Marion Rd	Sioux Falls	SD	57106	USA	8	120	43.527655, -96.790579	435	OPEN	2017-10-30	gmap | forum | tesla
Cookeville, TN	377 W Jackson St	Cookeville	TN	38501	USA	8	120	36.155848, -85.515211	330	OPEN	2017-10-23	gmap | forum | tesla
Florence, SC	2701 David H McLeod Blvd	Florence	SC	29501	USA	18	150	34.190371, -79.832575	39	OPEN	2017-10-21	gmap | forum | tesla
Rochester, MN	Hy-Vee, 500 Crossroads Dr SW	Rochester	MN	55902	USA	8	150	44.006329, -92.470902	306	OPEN	2017-10-21	gmap | forum | tesla
Freeport, ME	Justins Way & Cross St	Freeport	ME	04032	USA	8	120	43.8587942, -70.1041363	49	OPEN	2017-10-19	gmap | forum | tesla
Rolling Meadows, IL	1301 Meijer Dr	Rolling Meadows	IL	60008	USA	22	250	42.049702, -87.994915	219	OPEN	2017-10-18	gmap | forum | tesla
Oacoma, SD	1000 East South Dakota Highway 16	Oacoma	SD	57365	USA	8	150	43.803188, -99.383442	434	OPEN	2017-10-16	gmap | forum | tesla
Tucson, AZ	9255 S Rita Rd	Tucson	AZ	85747	USA	10	150	32.083857, -110.803571	895	OPEN	2017-10-15	gmap | forum | tesla
Oxford, AL	550 Oxford Exchange Blvd	Oxford	AL	36203	USA	12	150	33.610651, -85.782355	190	OPEN	2017-10-15	gmap | forum | tesla
Sacramento, CA	3668 North Freeway Blvd	Sacramento	CA	95834	USA	10	150	38.637729, -121.49718	4	OPEN	2017-10-13	gmap | forum | tesla
Salinas, CA	1606 North Main St	Salinas	CA	93906	USA	14	150	36.715699, -121.653992	29	OPEN	2017-10-13	gmap | forum | tesla
Brooklyn - N 12th Street, NY	113 N 12th St	Brooklyn	NY	11249	USA	4	72	40.721861, -73.956629	6	OPEN	2017-10-09	gmap | forum | tesla
Wausau, WI	2101 N Mountain Rd	Wausau	WI	54401	USA	8	150	44.931202, -89.662213	362	OPEN	2017-10-06	gmap | forum | tesla
Weston, WV	39 Berlin Rd	Weston	WV	26452	USA	8	150	39.019353, -80.416993	317	OPEN	2017-10-02	gmap | forum | tesla
Colby, KS	700 E Horton Ave	Colby	KS	67701	USA	10	150	39.361357, -101.054063	976	OPEN	2017-10-02	gmap | forum | tesla
Carlisle, PA	1720 Harrisburg Pike	Carlisle	PA	17105	USA	8		40.233206, -77.119185	186	OPEN	2017-10-01	gmap | forum | tesla
Martinsburg, WV	1465 Edwin Miller Blvd	Martinsburg	WV	25401	USA	8	150	39.485531, -77.956783	151	OPEN	2017-09-30	gmap | forum | tesla
Italy, TX	1021 Dale Evans Dr	Italy	TX	76651	USA	10	150	32.194947, -96.89875	182	OPEN	2017-09-25	gmap | forum | tesla
North Huntingdon, PA	Sheetz, 7821 US-30	North Huntingdon	PA	15642	USA	8	150	40.314135, -79.671409	335	OPEN	2017-09-24	gmap | forum | tesla
Nacogdoches, TX	2615 N Stallings Dr	Nacogdoches	TX	75964	USA	8	150	31.651793, -94.679625	123	OPEN	2017-09-23	gmap | forum | tesla
Dickson, TN	100 Barzani Blvd	Dickson	TN	37055	USA	8	150	36.018349, -87.332955	262	OPEN	2017-09-20	gmap | forum | tesla
Franklin Park, PA	2615 Nicholson Rd	Franklin Park Township	PA	15143	USA	8		40.613216, -80.100103	393	OPEN	2017-09-20	gmap | forum | tesla
Chester, VA	11701 Jefferson Davis Highway	Chester	VA	23831	USA	8	150	37.367323, -77.416947	40	OPEN	2017-09-20	gmap | forum | tesla
Burbank-North Third St, CA	501 N 3rd St, Top Parking Level	Burbank	CA	91502	USA	20	120	34.18487, -118.311672	190	OPEN	2017-09-14	gmap | forum | tesla
Chicago - North Columbus Drive, IL	225 N Columbus Dr	Chicago	IL	60601	USA	10	72	41.886458, -87.620262	177	OPEN	2017-09-11	gmap | forum | tesla
Lansing, MI	2505 Showtime Dr	Lansing	MI	48912	USA	10	150	42.766555, -84.514724	268	OPEN	2017-09-11	gmap | forum | tesla
Boston - Boylston Street, MA	800 Boylston St	Boston	MA	02199	USA	8	72	42.34717, -71.081003	7	OPEN	2017-09-11	gmap | forum | tesla
Morgantown, WV	21 Asturias Lane	Morgantown	WV	26508	USA	8		39.579175, -79.953493	401	OPEN	2017-09-10	gmap | forum | tesla
Traverse City, MI	Meijer, 3955 US-31	Traverse City	MI	49684	USA	10	150	44.744729, -85.644019	191	OPEN	2017-09-10	gmap | forum | tesla
North East, MD	Chesapeake House Travel Plaza, I-95	North East	MD	21901	USA	10		39.612048, -76.009908	111	OPEN	2017-09-10	gmap | forum | tesla
Burlington, NJ	2060 US-130	Burlington	NJ	08505	USA	8		40.101525, -74.793172	14	OPEN	2017-09-10	gmap | forum | tesla
Howard, WI	2015 Shawano Ave	Howard	WI	54303	USA	8	150	44.5354319, -88.0777788	188	OPEN	2017-09-08	gmap | forum | tesla
Charlottesville, VA	2100 Bond St	Charlottesville	VA	22901	USA	8		38.067051, -78.492702	149	OPEN	2017-09-08	gmap | forum | tesla
Fort Wayne, IN	6309 Lima Rd	Fort Wayne	IN	46818	USA	10	150	41.138806, -85.163548	250	OPEN	2017-09-08	gmap | forum | tesla
Hermitage, PA	2381 S Hermitage Rd	Hermitage	PA	16148	USA	8		41.201068, -80.455205	420	OPEN	2017-09-05	gmap | forum | tesla
Aberdeen, MD	Maryland House Sevice Plaza, I-95	Aberdeen	MD	21001	USA	8	150	39.498017, -76.231196	76	OPEN	2017-09-01	gmap | forum | tesla
La Vale, MD	11601 Winchester Rd	La Vale	MD	21502	USA	8	120	39.63626, -78.845748	331	OPEN	2017-09-01	gmap | forum | tesla
Rawlins, WY	2370 E Cedar St	Rawlins	WY	82301	USA	8	150	41.79082, -107.210272	2042	OPEN	2017-09-01	gmap | forum | tesla
Laramie, WY	1673 Centennial Dr	Laramie	WY	82070	USA	8	150	41.32512, -105.618117	2180	OPEN	2017-08-31	gmap | forum | tesla
Stateline, NV	50 US-50	Stateline	NV	89449	USA	14	150	38.963471, -119.940651	1896	OPEN	2017-08-25	gmap | forum | tesla
Breezewood, PA	16417 Lincoln Hwy	Breezewood	PA	15533	USA	8	150	39.999842, -78.238697	395	OPEN	2017-08-25	gmap | forum | tesla
Live Oak, FL	6886 US-129	Live Oak	FL	32060	USA	12	150	30.331363, -82.961355	38	OPEN	2017-08-20	gmap | forum | tesla
Sarasota, FL	5901 North Honore Ave	Sarasota	FL	34232	USA	20	150	27.386687, -82.464441	7	OPEN	2017-08-19	gmap | forum | tesla
Grasonville, MD	Royal Farms, 108 Jackson Creek Rd	Grasonville	MD	21638	USA	12	150	38.965706, -76.220905	2	OPEN	2017-08-18	gmap | forum | tesla
Guilderland, NY	1 Crossgates Mall Rd	Guilderland	NY	12203	USA	20		42.688932, -73.853554	80	OPEN	2017-08-16	gmap | forum | tesla
Rock Springs, WY	2441 Foothill Blvd	Rock Springs	WY	82901	USA	8	150	41.580815, -109.262137	1904	OPEN	2017-08-10	gmap | forum | tesla
Monterey, CA	1100 Del Monte Center	Monterey	CA	93940	USA	10	150	36.585729, -121.898765	67	OPEN	2017-08-10	gmap | forum | tesla
Pinellas Park, FL	3101 Gandy Blvd	Pinellas Park	FL	33782	USA	8		27.8461, -82.678114	4	OPEN	2017-08-10	gmap | forum | tesla
Steele, AL	905 Steele Station Rd	Steele	AL	35987	USA	8		33.933824, -86.191611	171	OPEN	2017-08-09	gmap | forum | tesla
Falls Creek, PA	1867 Rich Highway	Falls Creek	PA	15840	USA	8	150	41.14072, -78.784725	425	OPEN	2017-08-02	gmap | forum | tesla
McAllen, TX	800 Convention Center Blvd	McAllen	TX	78501	USA	8	150	26.198443, -98.259839	34	OPEN	2017-07-28	gmap | forum | tesla
Cambridge, OH	2101 Southgate Pkwy	Cambridge	OH	43725	USA	8		40.003569, -81.574967	242	OPEN	2017-07-26	gmap | forum | tesla
Erwin, NY	125 Victory Highway	Painted Post	NY	14870	USA	10		42.170919, -77.107728	288	OPEN	2017-07-25	gmap | forum | tesla
Evanston, WY	101 Wasatch Rd	Evanston	WY	82930	USA	8	150	41.263157, -110.985309	2080	OPEN	2017-07-18	gmap | forum | tesla
Grenada, MS	2030 Sunset Dr	Grenada	MS	38901	USA	8		33.787384, -89.849614	87	OPEN	2017-07-08	gmap | forum | tesla
Truth or Consequences, NM	2201 F G AMIN ST	Truth or Consequences	NM	87901	USA	8	150	33.15524, -107.251642	1353	OPEN	2017-07-08	gmap | forum | tesla
Marshall, MI	15252 US Hwy 27 N	Marshall	MI	49068	USA	8	150	42.292009, -84.964122	289	OPEN	2017-07-06	gmap | forum | tesla
Sequim, WA	1441 E Washington St	Sequim	WA	98382	USA	8	150	48.071232, -123.074527	54	OPEN	2017-07-05	gmap | forum | tesla
Dows, IA	904 Cardinal Ave	Dows	IA	50071	USA	8	150	42.673838, -93.462294	360	OPEN	2017-06-30	gmap | forum | tesla
Arlington, WA	Angel of the Winds Casino,3438 Stoluckquamish Ln	Arlington	WA	98223	USA	16	150	48.21237, -122.183551	94	OPEN	2017-06-28	gmap | forum | tesla
Ludington, MI	3900 W US Hwy 10	Ludington	MI	49431	USA	8	150	43.957103, -86.376093	197	OPEN	2017-06-23	gmap | forum | tesla
Bristol, TN	428 Pinnacle Pkwy	Bristol	TN	37620	USA	8	150	36.591697, -82.261339	549	OPEN	2017-06-17	gmap | forum | tesla
Osage Beach, MO	919 Hwy D	Osage Beach	MO	65065	USA	8	150	38.162028, -92.605238	242	OPEN	2017-06-15	gmap | forum | tesla
Charleston, WV	100 Kanawha Blvd East	Charleston	WV	25301	USA	8		38.354712, -81.642845	181	OPEN	2017-06-11	gmap | forum | tesla
Florida City, FL	33505 S Dixie Hwy	Florida City	FL	33034	USA	8	150	25.456825, -80.474341	1	OPEN	2017-06-02	gmap | forum | tesla
Victor, NY	7979 Pittsford Victor Rd	Victor	NY	14564	USA	8	150	43.028655, -77.440128	208	OPEN	2017-06-01	gmap | forum | tesla
Bolingbrook, IL	755 E Boughton Rd	Bolingbrook	IL	60440	USA	16	250	41.722189, -88.037278	226	OPEN	2017-05-31	gmap | forum | tesla
Athens, AL	1325 US-72	Athens	AL	35611	USA	8	150	34.785443, -86.942964	207	OPEN	2017-05-31	gmap | forum | tesla
Little Rock, AR	11231 Bass Pro Pkwy off of I-430	Little Rock	AR	72209	USA	10	150	34.6614, -92.41031	95	OPEN	2017-05-20	gmap | forum | tesla
Wilmington, NC	1022 International Dr	Wilmington	NC	28405	USA	10	150	34.240825, -77.829189	7	OPEN	2017-05-16	gmap | forum | tesla
Flatonia, TX	1415 FM 609 at I-10	Flatonia	TX	78941	USA	8	150	29.697904, -97.099993	128	OPEN	2017-05-14	gmap | forum | tesla
Tupelo, MS	1001 Barnes Crossing Rd	Tupelo	MS	38804	USA	8		34.311515, -88.700843	83	OPEN	2017-05-11	gmap | forum | tesla
Sidney, NE	645 Cabela Dr	Sidney	NE	69162	USA	8	150	41.115424, -102.949694	1291	OPEN	2017-05-10	gmap | forum | tesla
Milford - Boston Post Rd, CT	Connecticut Post Mall, 1201 Post Rd	Milford	CT	06460	USA	14	150	41.238035, -73.036156	6	OPEN	2017-04-28	gmap | forum | tesla
Monroe, WA	15067 N Kelsey St	Monroe	WA	98272	USA	12	150	47.86274, -121.97672	20	OPEN	2017-04-25	gmap | forum | tesla
Arlington, TX	1200 Ballpark Way	Arlington	TX	76011	USA	10	150	32.754659, -97.082823	164	OPEN	2017-04-22	gmap | forum | tesla
El Paso, TX	6401 Desert BLVD	El Paso	TX	79932	USA	8	150	31.8839, -106.58379	1180	OPEN	2017-04-22	gmap | forum | tesla
Santa Fe, NM	8380 Cerrillos Rd	Santa Fe	NM	87507	USA	8	150	35.611793, -106.032196	1961	OPEN	2017-04-13	gmap | forum | tesla
Myrtle Beach, SC	Coastal Grand Mall, 2000 Coastal Grand Cir	Myrtle Beach	SC	29577	USA	10	150	33.704388, -78.925172	6	OPEN	2017-03-25	gmap | forum | tesla
Klamath Falls, OR	1401 Washburn Way	Klamath Falls	OR	97603	USA	8	150	42.216906, -121.756218	1250	OPEN	2017-03-16	gmap | forum | tesla
Waterloo, NY	1133 Ridge Rd	Waterloo	NY	13165	USA	8	150	42.970012, -76.846134	156	OPEN	2017-03-12	gmap | forum | tesla
Las Vegas Blvd South, NV	6509 S Las Vegas Blvd	Las Vegas	NV	89119	USA	10	150	36.070633, -115.17295	673	OPEN	2017-03-08	gmap | forum | tesla
Naples, FL	499 Bayfront Place	Naples	FL	34102	USA	8	150	26.14462, -81.788849	2	OPEN	2017-02-23	gmap | forum | tesla
Van Horn, TX	1921 SW Frontage Rd	Van Horn	TX	79855	USA	8	150	31.03448, -104.861431	1230	OPEN	2017-02-20	gmap | forum | tesla
Ozona, TX	1307 Avenue A	Ozona	TX	76943	USA	6	150	30.706696, -101.195962	718	OPEN	2017-01-19	gmap | forum | tesla
Lima, MT	108 Bailey St,	Lima	MT	59739	USA	8	150	44.632745, -112.591203	1912	OPEN	2017-01-09	gmap | forum | tesla
Grand Island, NE	3335 W Wood River Rd	Grand Island	NE	68803	USA	8	150	40.829973, -98.379822	574	OPEN	2017-01-06	gmap | forum | tesla
Lincoln, NE	5020 N 27th St	Lincoln	NE	68521	USA	8	150	40.860817, -96.679723	368	OPEN	2017-01-05	gmap | forum | tesla
Moosic, PA	Shoppes at Montage, 2142–2598 Shoppes Blvd	Moosic	PA	18507	USA	8	150	41.361979, -75.676596	320	OPEN	2017-01-05	gmap | forum | tesla
Junction, TX	2415 N Main St	Junction	TX	76849	USA	8	150	30.509233, -99.77456	519	OPEN	2017-01-04	gmap | forum | tesla
Kuttawa, KY	62 Days Inn Dr	Kuttawa	KY	42055	USA	8	150	37.073405, -88.124752	134	OPEN	2017-01-01	gmap | forum | tesla
Brush, CO	1156 Colorado Ave	Brush	CO	80723	USA	8	150	40.270895, -103.62223	1289	OPEN	2016-12-31	gmap | forum | tesla
Loveland, CO	Embassy Suites at 4705 Clydesdale Pkwy	Loveland	CO	80538	USA	10	150	40.44146, -104.991205	1546	OPEN	2016-12-29	gmap | forum | tesla
Midland, TX	3001 Antelope Trail	Midland	TX	79703	USA	8	150	31.947361, -102.141289	863	OPEN	2016-12-24	gmap | forum | tesla
Clearwater, MN	950 MN-24	Clearwater	MN	55320	USA	8	150	45.411899, -94.054852	304	OPEN	2016-12-22	gmap | forum | tesla
Aberdeen, WA	416 Wishkah St	Aberdeen	WA	98520	USA	8	150	46.976679, -123.813485	132	OPEN	2016-12-22	gmap | forum | tesla
Texarkana, TX	3101 Mall Dr	Texarkana	TX	75503	USA	8	150	33.459926, -94.077179	100	OPEN	2016-12-21	gmap | forum | tesla
Mt. Gilead, OH	6200 State Route 95	Mt. Gilead	OH	43338-9548	USA	8		40.494024, -82.712896	354	OPEN	2016-12-16	gmap | forum | tesla
Groveland, CA	11875 Ponderosa Ln	Groveland	CA	95321	USA	7	150	37.838679, -120.23199	865	OPEN	2016-12-16	gmap | forum | tesla
Fish Camp, CA	1122 California 41	Fish Camp	CA	93623	USA	8	150	37.473828, -119.635893	1557	OPEN	2016-12-15	gmap | forum | tesla
Twentynine Palms, CA	73829 Baseline Rd	Twentynine Palms	CA	92277	USA	8	150	34.12046, -116.050953	631	OPEN	2016-12-09	gmap | forum | tesla
Santa Ana, CA	2800 N Main St	Santa Ana	CA	92705	USA	12	150	33.776011, -117.872176	47	OPEN	2016-12-06	gmap | forum | tesla
Ogallala, NE	501 Stagecoach Trail	Ogallala	NE	69153	USA	8	150	41.116493, -101.709415	977	OPEN	2016-12-02	gmap | forum | tesla
Gothenburg, NE	318 Platte River Rd	Gothenburg	NE	69138	USA	8	150	40.917317, -100.169913	780	OPEN	2016-12-02	gmap | forum | tesla
Tarrytown, NY	600 White Plains Rd	Tarrytown	NY	10591	USA	12		41.061499, -73.836411	51	OPEN	2016-12-02	gmap | forum | tesla
Memphis, TN	1203 Ridgeway Rd	Memphis	TN	38119	USA	8	150	35.097801, -89.858957	95	OPEN	2016-12-01	gmap | forum | tesla
Jackson, TN	56 Casey Jones Ln	Jackson	TN	38305	USA	8		35.660349, -88.855771	100	OPEN	2016-11-30	gmap | forum | tesla
Joplin, MO	3615 Range Line Rd	Joplin	MO	64804	USA	8	150	37.047552, -94.473399	314	OPEN	2016-11-30	gmap | forum | tesla
Lincoln, NH	22 S Mountain Dr	Lincoln	NH	03251	USA	6		44.042314, -71.668127	245	OPEN	2016-11-24	gmap | forum | tesla
Springfield, MO	3050 North Kentwood St	Springfield	MO	65803	USA	8	150	37.251836, -93.265534	398	OPEN	2016-11-16	gmap | forum | tesla
Birmingham, AL	2221 Richard Arrington Jr Blvd N	Birmingham	AL	35203	USA	8		33.525917, -86.806875	182	OPEN	2016-11-16	gmap | forum | tesla
Gustine, CA	12411 California Highway 33	Gustine	CA	95322	USA	12	150	37.109305, -121.017565	47	OPEN	2016-11-16	gmap | forum | tesla
Kingsville, TX	2400 South Highway 77	Kingsville	TX	78363	USA	8	150	27.493808, -97.844399	17	OPEN	2016-11-15	gmap | forum | tesla
Columbia, SC	8910 Farrow Rd	Columbia	SC	29203	USA	8	150	34.106319, -80.950723	95	OPEN	2016-11-15	gmap | forum | tesla
Bandon, OR	44 Michigan Ave NE	Bandon	OR	97411	USA	8	150	43.121854, -124.398942	23	OPEN	2016-11-04	gmap | forum | tesla
Mount Vernon, IL	222 Potomac Blvd	Mt. Vernon	IL	62864	USA	8	150	38.316292, -88.955923	146	OPEN	2016-10-27	gmap | forum | tesla
